Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Offence against public decency by groping;Rudersdal;0;3;1;1;2;4;6;5;2;4;22;3;5;2
Offence against public decency by groping;Bornholm;0;7;2;3;1;3;1;3;8;4;5;2;6;10
Offence against public decency by groping;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offence against public decency by groping;Greve;2;7;1;6;5;4;4;0;4;8;7;18;3;9
Offence against public decency by groping;Køge;2;5;3;1;8;15;6;4;1;7;7;6;9;12
Offence against public decency by groping;Lejre;1;0;3;3;1;0;1;2;1;2;5;3;4;2
Offence against public decency by groping;Roskilde;4;2;9;5;7;3;3;7;8;16;17;14;18;11
Offence against public decency by groping;Solrød;0;0;2;0;1;1;0;0;2;0;0;1;0;4
Offence against public decency by groping;Faxe;1;5;1;0;1;2;1;4;1;5;1;13;4;6
Offence against public decency by groping;Guldborgsund;10;6;3;14;2;3;3;4;6;12;13;12;7;12
Offence against public decency by groping;Holbæk;4;3;10;6;3;15;12;4;6;12;5;16;9;9
Offence against public decency by groping;Kalundborg;1;6;2;5;12;2;4;4;2;7;7;3;9;3
Offence against public decency by groping;Lolland;4;3;3;8;9;3;4;5;7;11;13;16;11;9
Offence against public decency by groping;Næstved;6;3;4;8;7;2;10;9;5;15;10;11;14;19
Offence against public decency by groping;Odsherred;6;3;0;4;1;2;1;3;3;9;7;6;8;3
Offence against public decency by groping;Ringsted;2;0;1;2;2;0;4;4;2;6;8;4;5;7
Offence against public decency by groping;Slagelse;0;5;3;3;4;6;13;7;6;16;12;14;15;14
Offence against public decency by groping;Sorø;2;2;5;4;1;4;1;4;3;2;9;4;15;11
Offence against public decency by groping;Stevns;0;2;2;1;1;1;0;3;5;4;1;1;2;2
Offence against public decency by groping;Vordingborg;4;2;2;7;5;4;1;5;1;11;6;21;3;11
Offence against public decency by groping;Assens;3;6;4;1;3;3;1;2;1;4;3;14;8;3
Offence against public decency by groping;Faaborg-Midtfyn;3;6;3;9;3;1;1;10;3;5;1;4;8;3
Offence against public decency by groping;Kerteminde;1;3;1;4;2;0;0;1;3;0;0;3;0;5
Offence against public decency by groping;Langeland;7;1;1;1;2;0;1;2;3;11;2;0;0;1
Offence against public decency by groping;Middelfart;0;2;0;3;1;2;1;2;1;1;3;12;6;5
Offence against public decency by groping;Nordfyns;0;3;0;5;0;4;4;2;0;2;4;1;2;5
Offence against public decency by groping;Nyborg;3;2;2;1;2;3;3;4;3;2;1;1;6;2
Offence against public decency by groping;Odense;18;11;19;19;20;17;25;31;22;52;42;28;28;35
Offence against public decency by groping;Svendborg;4;4;4;3;7;8;2;3;3;8;8;6;3;5
Offence against public decency by groping;Ærø;0;0;0;0;2;0;0;0;1;0;0;0;0;0
Offence against public decency by groping;Billund;0;2;5;4;7;8;1;1;2;3;2;3;4;3
Offence against public decency by groping;Esbjerg;14;18;10;16;7;19;11;15;19;23;12;36;29;17
Offence against public decency by groping;Fanø;1;0;0;0;0;0;0;0;0;4;0;0;0;0
Offence against public decency by groping;Fredericia;4;4;5;8;3;2;2;7;12;7;6;7;9;7
Offence against public decency by groping;Haderslev;4;5;5;2;2;8;1;4;3;10;13;7;9;5
Offence against public decency by groping;Kolding;7;10;7;7;5;10;8;17;8;7;10;27;9;10
Offence against public decency by groping;Sønderborg;7;1;4;4;6;10;10;6;8;12;11;10;15;4
Offence against public decency by groping;Tønder;1;4;2;2;3;3;7;4;5;9;7;4;6;10
Offence against public decency by groping;Varde;1;10;5;3;3;4;2;3;6;6;7;8;13;5
Offence against public decency by groping;Vejen;4;1;13;0;1;6;1;3;10;4;4;7;9;5
Offence against public decency by groping;Vejle;3;7;10;3;11;15;5;12;11;17;11;11;16;13
Offence against public decency by groping;Aabenraa;14;7;5;4;8;3;6;14;6;15;9;9;7;10
Offence against public decency by groping;Favrskov;2;2;1;3;4;1;2;3;3;3;2;1;9;24
Offence against public decency by groping;Hedensted;3;3;2;2;4;3;2;7;1;26;4;9;1;4
Offence against public decency by groping;Horsens;7;9;3;1;12;3;1;8;9;6;11;10;13;3
Offence against public decency by groping;Norddjurs;5;3;2;6;3;9;10;3;4;4;5;2;3;5
Offence against public decency by groping;Odder;1;2;0;0;2;0;1;2;0;1;1;0;0;3
Offence against public decency by groping;Randers;7;5;1;133;31;7;18;20;12;3;2;12;14;19
Offence against public decency by groping;Samsø;0;2;1;1;0;0;0;0;0;1;0;0;0;0
Offence against public decency by groping;Silkeborg;4;10;4;3;19;9;8;1;3;5;9;18;13;12
Offence against public decency by groping;Skanderborg;3;3;5;7;4;3;1;4;0;2;4;7;7;2
Offence against public decency by groping;Syddjurs;7;3;2;1;2;4;4;1;4;3;1;2;2;6
Offence against public decency by groping;Aarhus;33;22;21;40;45;34;48;37;20;49;48;36;45;42
Offence against public decency by groping;Herning;8;1;1;4;3;19;13;8;1;3;13;14;8;9
Offence against public decency by groping;Holstebro;2;4;5;3;2;3;3;9;3;3;26;9;16;6
Offence against public decency by groping;Ikast-Brande;1;3;0;4;10;4;0;7;1;5;4;6;4;4
Offence against public decency by groping;Lemvig;1;0;2;0;0;1;0;0;0;2;1;1;3;0
Offence against public decency by groping;Ringkøbing-Skjern;5;2;2;5;1;1;6;2;7;4;4;2;6;9
Offence against public decency by groping;Skive;3;6;4;3;8;2;5;2;4;2;3;5;6;4
Offence against public decency by groping;Struer;1;1;3;2;4;2;0;3;1;2;4;1;2;1
Offence against public decency by groping;Viborg;5;4;16;15;10;9;2;10;6;11;14;7;7;30
Offence against public decency by groping;Brønderslev;0;1;1;3;7;2;7;0;1;5;2;7;2;3
Offence against public decency by groping;Frederikshavn;1;5;6;5;4;6;2;2;6;13;4;4;6;9
Offence against public decency by groping;Hjørring;3;5;4;7;1;2;3;5;4;6;10;7;12;6
Offence against public decency by groping;Jammerbugt;4;0;0;3;3;8;5;5;3;3;2;5;4;10
Offence against public decency by groping;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;10;3
Offence against public decency by groping;Mariagerfjord;3;4;5;1;7;2;0;4;1;5;6;6;3;3
Offence against public decency by groping;Morsø;4;0;0;0;2;2;0;0;3;2;3;3;0;3
Offence against public decency by groping;Rebild;2;1;1;1;1;4;3;2;1;4;2;2;5;2
Offence against public decency by groping;Thisted;1;3;1;1;0;2;3;4;3;7;3;4;3;0
Offence against public decency by groping;Vesthimmerlands;2;3;4;1;3;2;2;4;4;11;6;4;3;5
Offence against public decency by groping;Aalborg;17;9;10;11;20;16;9;41;13;20;28;27;26;40
Offence against public decency by groping;Unknown municipality;12;5;8;8;17;12;10;2;13;9;23;25;24;19
Offence against public decency by indecent exposure;Copenhagen;52;31;26;21;42;34;31;47;40;49;63;59;66;78
Offence against public decency by indecent exposure;Frederiksberg;4;1;1;5;7;4;2;4;3;27;3;2;7;7
Offence against public decency by indecent exposure;Dragør;0;0;0;0;0;1;0;0;1;0;0;1;1;0
Offence against public decency by indecent exposure;Tårnby;6;4;2;7;1;5;3;1;3;1;2;2;2;2
Offence against public decency by indecent exposure;Albertslund;1;9;4;5;3;2;5;6;6;0;5;3;3;4
Offence against public decency by indecent exposure;Ballerup;3;1;2;3;7;6;3;1;2;4;1;1;3;2
Offence against public decency by indecent exposure;Brøndby;3;2;1;3;4;3;3;2;1;2;1;5;4;9
Offence against public decency by indecent exposure;Gentofte;3;8;2;10;5;19;11;11;6;7;6;9;3;12
Offence against public decency by indecent exposure;Gladsaxe;8;8;5;5;7;8;1;4;2;7;8;7;5;13
Offence against public decency by indecent exposure;Glostrup;1;0;2;2;6;5;1;1;1;3;3;3;4;3
Offence against public decency by indecent exposure;Herlev;1;1;1;2;1;0;1;2;1;1;0;2;8;1
Offence against public decency by indecent exposure;Hvidovre;3;5;3;3;6;6;3;7;5;5;8;1;4;5
Offence against public decency by indecent exposure;Høje-Taastrup;2;3;3;3;4;3;5;1;4;6;2;1;7;6
Offence against public decency by indecent exposure;Ishøj;1;4;2;4;5;5;8;3;3;5;4;1;5;10
Offence against public decency by indecent exposure;Lyngby-Taarbæk;3;4;3;4;4;5;4;15;1;6;2;14;4;1
Offence against public decency by indecent exposure;Rødovre;0;3;1;2;2;0;1;4;3;1;0;5;1;1
Offence against public decency by indecent exposure;Vallensbæk;2;0;0;2;3;3;2;0;3;2;0;1;2;0
Offence against public decency by indecent exposure;Allerød;0;0;2;0;2;4;2;2;3;1;2;3;2;0
Offence against public decency by indecent exposure;Egedal;1;1;4;0;6;3;12;6;3;2;1;2;0;1
Offence against public decency by indecent exposure;Fredensborg;3;5;0;0;5;5;2;4;2;3;2;0;4;3
Offence against public decency by indecent exposure;Frederikssund;3;3;0;4;2;2;0;2;3;1;4;2;1;2
Offence against public decency by indecent exposure;Furesø;5;2;1;6;18;4;7;3;4;16;5;0;0;5
Offence against public decency by indecent exposure;Gribskov;1;1;0;3;1;1;1;2;2;1;4;3;6;1
Offence against public decency by indecent exposure;Halsnæs;3;0;2;23;3;2;1;0;1;0;4;3;3;0
Offence against public decency by indecent exposure;Helsingør;7;4;4;4;7;2;13;6;7;6;3;3;6;1
Offence against public decency by indecent exposure;Hillerød;5;2;2;11;2;4;10;5;8;3;5;2;3;2
Offence against public decency by indecent exposure;Hørsholm;4;3;0;1;0;1;5;1;1;0;2;0;3;2
Offence against public decency by indecent exposure;Rudersdal;4;9;6;4;6;0;4;3;1;3;3;2;5;4
Offence against public decency by indecent exposure;Bornholm;0;4;1;3;0;0;0;1;0;0;1;2;0;0
Offence against public decency by indecent exposure;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offence against public decency by indecent exposure;Greve;3;5;5;3;19;6;13;7;13;1;3;3;2;2
Offence against public decency by indecent exposure;Køge;3;3;3;3;3;1;11;11;4;6;12;3;4;10
Offence against public decency by indecent exposure;Lejre;4;0;3;0;3;0;4;4;0;3;0;1;1;6
Offence against public decency by indecent exposure;Roskilde;4;8;2;5;12;20;8;10;5;9;7;14;12;18
Offence against public decency by indecent exposure;Solrød;1;2;0;1;4;3;2;3;3;2;0;5;3;3
Offence against public decency by indecent exposure;Faxe;0;4;0;1;0;3;3;9;4;3;1;1;1;3
Offence against public decency by indecent exposure;Guldborgsund;2;1;2;6;11;3;12;5;2;1;1;9;1;2
Offence against public decency by indecent exposure;Holbæk;8;5;4;11;9;13;9;19;10;8;3;11;9;4
Offence against public decency by indecent exposure;Kalundborg;2;0;1;3;2;2;2;4;3;4;3;1;3;4
Offence against public decency by indecent exposure;Lolland;1;3;1;2;2;1;1;6;3;3;1;1;1;4
Offence against public decency by indecent exposure;Næstved;10;5;2;4;3;3;22;8;3;6;3;9;4;8
Offence against public decency by indecent exposure;Odsherred;2;5;0;2;6;7;2;2;5;1;1;1;5;5
Offence against public decency by indecent exposure;Ringsted;1;0;1;2;0;2;0;4;5;1;1;2;5;4
Offence against public decency by indecent exposure;Slagelse;6;4;7;5;5;3;5;19;9;19;7;10;8;12
Offence against public decency by indecent exposure;Sorø;1;1;2;0;0;1;10;8;2;4;2;1;4;3
Offence against public decency by indecent exposure;Stevns;1;0;0;1;1;1;0;1;0;0;5;0;1;7
Offence against public decency by indecent exposure;Vordingborg;2;2;1;2;1;1;1;6;3;8;3;3;0;2
Offence against public decency by indecent exposure;Assens;1;1;1;3;3;2;6;3;8;2;0;2;2;6
Offence against public decency by indecent exposure;Faaborg-Midtfyn;0;3;0;5;3;1;0;3;3;5;2;1;1;5
Offence against public decency by indecent exposure;Kerteminde;2;2;2;2;3;0;1;1;15;0;0;1;1;5
Offence against public decency by indecent exposure;Langeland;1;0;0;3;1;0;0;1;0;1;0;0;0;0
Offence against public decency by indecent exposure;Middelfart;1;4;1;1;0;2;2;0;5;1;0;10;3;4
Offence against public decency by indecent exposure;Nordfyns;0;0;0;0;1;3;2;0;1;2;1;1;1;2
Offence against public decency by indecent exposure;Nyborg;2;2;1;1;1;1;3;4;2;0;1;14;4;3
Offence against public decency by indecent exposure;Odense;15;16;27;30;30;48;20;29;19;38;17;21;25;26
Offence against public decency by indecent exposure;Svendborg;6;4;2;1;4;1;3;2;7;6;14;4;1;1
Offence against public decency by indecent exposure;Ærø;0;0;0;1;0;0;0;0;0;0;0;1;0;0
Offence against public decency by indecent exposure;Billund;0;0;1;3;0;1;1;1;0;3;2;0;2;1
Offence against public decency by indecent exposure;Esbjerg;9;10;3;7;7;14;14;12;14;17;20;9;8;16
Offence against public decency by indecent exposure;Fanø;0;0;0;0;0;0;0;2;1;1;0;0;0;0
Offence against public decency by indecent exposure;Fredericia;4;9;10;9;4;2;7;3;5;11;0;5;2;3
Offence against public decency by indecent exposure;Haderslev;1;2;5;2;3;2;2;0;1;2;3;2;2;3
Offence against public decency by indecent exposure;Kolding;10;6;10;9;8;11;7;4;13;10;2;6;6;9
Offence against public decency by indecent exposure;Sønderborg;3;3;2;2;5;2;0;3;2;6;9;4;2;3
Offence against public decency by indecent exposure;Tønder;0;1;3;2;2;0;2;2;4;7;0;1;0;0
Offence against public decency by indecent exposure;Varde;3;1;1;1;4;4;7;6;9;2;3;3;5;1
Offence against public decency by indecent exposure;Vejen;0;3;1;0;2;2;7;0;2;0;1;11;7;0
Offence against public decency by indecent exposure;Vejle;17;3;4;6;7;9;10;4;4;6;5;7;6;6
Offence against public decency by indecent exposure;Aabenraa;4;9;4;7;4;4;6;8;4;2;3;0;2;7
Offence against public decency by indecent exposure;Favrskov;3;0;1;0;0;4;0;6;0;0;5;1;4;17
Offence against public decency by indecent exposure;Hedensted;0;0;3;0;0;1;1;0;0;2;2;2;3;0
Offence against public decency by indecent exposure;Horsens;0;3;6;10;12;7;3;4;3;1;8;11;10;11
Offence against public decency by indecent exposure;Norddjurs;2;0;2;1;2;2;1;1;0;2;0;3;0;2
Offence against public decency by indecent exposure;Odder;0;0;0;1;1;3;1;1;0;0;1;1;1;2
Offence against public decency by indecent exposure;Randers;7;6;3;3;2;4;4;8;10;4;2;3;12;10
Offence against public decency by indecent exposure;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offence against public decency by indecent exposure;Silkeborg;3;6;2;5;3;4;10;5;3;4;4;8;7;4
Offence against public decency by indecent exposure;Skanderborg;5;1;3;4;9;1;0;5;0;1;1;3;6;2
Offence against public decency by indecent exposure;Syddjurs;3;0;0;1;0;1;2;0;1;2;0;2;0;0
Offence against public decency by indecent exposure;Aarhus;39;17;17;22;36;35;31;15;52;34;28;23;25;23
Offence against public decency by indecent exposure;Herning;2;3;4;2;5;10;12;3;2;4;9;6;7;5
Offence against public decency by indecent exposure;Holstebro;5;4;4;1;5;4;2;2;7;2;0;7;2;3
Offence against public decency by indecent exposure;Ikast-Brande;1;4;2;9;11;7;1;5;1;2;4;0;3;6
Offence against public decency by indecent exposure;Lemvig;0;1;0;0;2;0;0;1;0;1;0;0;1;0
Offence against public decency by indecent exposure;Ringkøbing-Skjern;0;0;1;3;0;0;0;4;2;1;1;4;2;10
Offence against public decency by indecent exposure;Skive;0;1;1;4;4;2;4;2;2;4;6;2;3;8
Offence against public decency by indecent exposure;Struer;0;2;0;1;0;1;1;1;4;0;1;0;7;1
Offence against public decency by indecent exposure;Viborg;5;5;5;2;4;12;3;3;2;10;17;10;9;9
Offence against public decency by indecent exposure;Brønderslev;2;2;4;0;4;2;2;3;4;9;2;3;2;3
Offence against public decency by indecent exposure;Frederikshavn;7;3;4;14;2;1;1;4;0;1;6;4;5;4
Offence against public decency by indecent exposure;Hjørring;4;3;1;5;0;1;0;4;1;4;6;5;4;2
Offence against public decency by indecent exposure;Jammerbugt;2;0;4;0;6;2;0;1;1;6;4;1;1;1
Offence against public decency by indecent exposure;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offence against public decency by indecent exposure;Mariagerfjord;7;3;2;1;1;1;2;0;0;0;1;1;2;6
Offence against public decency by indecent exposure;Morsø;0;1;1;0;0;1;1;0;1;3;0;1;2;0
Offence against public decency by indecent exposure;Rebild;2;0;1;0;0;0;0;1;0;0;0;0;1;1
Offence against public decency by indecent exposure;Thisted;0;0;1;2;1;0;10;2;1;0;2;3;2;1
Offence against public decency by indecent exposure;Vesthimmerlands;0;2;0;4;1;1;1;2;0;0;2;2;6;15
Offence against public decency by indecent exposure;Aalborg;13;11;18;5;19;10;8;15;16;12;11;18;33;31
Offence against public decency by indecent exposure;Unknown municipality;2;2;0;0;1;0;1;4;9;8;14;6;8;14
Any other kind of offence against public decency;Copenhagen;19;21;13;20;32;23;24;30;50;65;93;320;121;191
Any other kind of offence against public decency;Frederiksberg;5;5;1;3;4;3;4;1;6;13;21;62;10;15
Any other kind of offence against public decency;Dragør;0;0;1;0;1;0;0;0;2;14;2;5;0;2
Any other kind of offence against public decency;Tårnby;2;2;1;0;0;0;2;0;6;3;8;54;51;12
Any other kind of offence against public decency;Albertslund;0;10;5;3;1;7;1;2;1;3;123;9;7;3
Any other kind of offence against public decency;Ballerup;2;3;0;2;3;0;2;3;5;3;3;9;5;5
Any other kind of offence against public decency;Brøndby;2;7;2;3;14;11;1;0;0;3;198;5;3;9
Any other kind of offence against public decency;Gentofte;4;4;2;3;3;5;5;7;1;4;53;63;15;10
Any other kind of offence against public decency;Gladsaxe;10;3;5;2;1;2;9;5;3;6;7;8;7;7
Any other kind of offence against public decency;Glostrup;1;3;4;1;1;2;1;1;0;3;5;4;2;6
Any other kind of offence against public decency;Herlev;1;4;2;2;3;2;1;3;1;0;6;2;5;1
Any other kind of offence against public decency;Hvidovre;4;4;7;3;8;33;6;2;2;6;9;7;22;4
Any other kind of offence against public decency;Høje-Taastrup;8;1;3;3;0;1;3;6;6;8;1;11;10;8
Any other kind of offence against public decency;Ishøj;2;4;5;0;2;1;1;3;1;3;2;2;8;4
Any other kind of offence against public decency;Lyngby-Taarbæk;2;6;12;2;3;5;6;2;3;11;43;22;15;9
Any other kind of offence against public decency;Rødovre;5;1;1;2;2;3;3;0;2;3;3;8;3;5
Any other kind of offence against public decency;Vallensbæk;1;2;1;0;0;0;1;0;1;0;0;0;1;3
Any other kind of offence against public decency;Allerød;1;3;1;2;1;2;0;0;2;3;10;7;17;2
Any other kind of offence against public decency;Egedal;0;3;2;2;2;1;1;2;12;5;25;21;15;5
Any other kind of offence against public decency;Fredensborg;2;3;3;2;0;2;1;2;3;7;34;30;11;8
Any other kind of offence against public decency;Frederikssund;4;8;3;2;1;0;0;0;3;4;9;15;14;15
Any other kind of offence against public decency;Furesø;3;6;1;30;0;47;66;1;2;103;160;21;5;12
Any other kind of offence against public decency;Gribskov;4;0;3;0;2;1;2;2;0;3;31;13;22;22
Any other kind of offence against public decency;Halsnæs;1;1;2;1;3;0;2;0;0;11;12;11;11;3
Any other kind of offence against public decency;Helsingør;5;5;0;9;10;19;13;7;6;8;49;36;22;17
Any other kind of offence against public decency;Hillerød;4;2;3;1;2;2;6;2;1;7;36;37;10;28
Any other kind of offence against public decency;Hørsholm;2;1;2;3;0;1;1;1;3;1;9;10;4;4
Any other kind of offence against public decency;Rudersdal;5;4;14;9;4;1;0;4;3;5;29;26;14;6
Any other kind of offence against public decency;Bornholm;5;9;2;7;2;1;14;4;5;17;6;6;11;11
Any other kind of offence against public decency;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Any other kind of offence against public decency;Greve;3;3;4;7;17;4;4;4;6;4;1;10;10;9
Any other kind of offence against public decency;Køge;8;7;2;6;4;1;5;9;3;4;7;7;11;9
Any other kind of offence against public decency;Lejre;0;1;2;4;0;2;1;2;1;1;2;0;2;6
Any other kind of offence against public decency;Roskilde;8;7;10;7;16;13;9;17;8;6;72;17;48;17
Any other kind of offence against public decency;Solrød;1;1;1;0;1;1;1;1;2;1;1;4;7;5
Any other kind of offence against public decency;Faxe;0;2;4;2;1;5;4;3;4;3;5;7;3;13
Any other kind of offence against public decency;Guldborgsund;8;13;6;19;6;10;4;9;6;12;12;28;12;11
Any other kind of offence against public decency;Holbæk;8;7;4;4;7;9;2;65;7;8;8;12;5;21
Any other kind of offence against public decency;Kalundborg;6;4;3;8;3;4;2;7;3;8;11;4;17;10
Any other kind of offence against public decency;Lolland;2;3;1;6;5;6;25;7;10;5;7;15;5;9
Any other kind of offence against public decency;Næstved;4;3;6;8;4;7;4;6;7;15;9;17;13;20
Any other kind of offence against public decency;Odsherred;0;4;3;5;2;3;5;2;1;4;6;9;9;20
Any other kind of offence against public decency;Ringsted;1;1;2;0;4;7;0;1;6;1;4;10;4;4
Any other kind of offence against public decency;Slagelse;4;4;2;8;9;12;4;10;10;13;19;13;19;33
Any other kind of offence against public decency;Sorø;0;2;3;1;0;1;0;4;10;1;6;8;10;11
Any other kind of offence against public decency;Stevns;5;0;0;1;0;2;5;1;0;0;1;2;5;3
Any other kind of offence against public decency;Vordingborg;11;1;0;0;4;1;1;4;7;7;10;12;16;10
Any other kind of offence against public decency;Assens;5;2;5;6;2;1;4;17;10;4;6;1;8;14
Any other kind of offence against public decency;Faaborg-Midtfyn;4;2;2;0;1;2;1;2;5;5;8;3;20;8
Any other kind of offence against public decency;Kerteminde;0;5;1;1;2;3;1;2;2;1;2;3;2;3
Any other kind of offence against public decency;Langeland;0;0;0;0;2;3;1;1;1;12;0;0;1;3
Any other kind of offence against public decency;Middelfart;0;2;4;9;6;3;0;2;1;2;3;15;3;4
Any other kind of offence against public decency;Nordfyns;3;0;2;2;1;0;1;2;2;1;1;4;2;8
Any other kind of offence against public decency;Nyborg;3;2;3;6;48;1;4;7;4;4;3;1;1;9
Any other kind of offence against public decency;Odense;17;20;26;27;16;17;23;26;9;25;22;39;46;52
Any other kind of offence against public decency;Svendborg;3;5;4;6;8;2;12;3;3;16;4;3;5;10
Any other kind of offence against public decency;Ærø;0;0;1;0;6;0;0;0;0;1;0;0;0;1
Any other kind of offence against public decency;Billund;1;2;0;2;1;3;2;1;5;3;5;7;4;7
Any other kind of offence against public decency;Esbjerg;15;16;16;9;7;15;7;27;35;30;26;45;27;20
Any other kind of offence against public decency;Fanø;0;0;2;0;0;0;1;0;1;4;1;7;1;0
Any other kind of offence against public decency;Fredericia;4;8;4;4;4;5;4;3;4;7;5;8;6;8
Any other kind of offence against public decency;Haderslev;8;3;2;5;8;3;4;2;7;4;5;20;11;5
Any other kind of offence against public decency;Kolding;6;10;12;7;9;5;7;12;12;7;7;22;28;12
Any other kind of offence against public decency;Sønderborg;1;8;5;10;4;1;6;6;2;6;11;23;8;15
Any other kind of offence against public decency;Tønder;5;1;1;7;2;4;3;2;7;8;11;11;10;7
